ObservationID,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,UVIndex,Visibility_km,DewPoint,RainTomorrow
W0753,2016-06-27,Adelaide,9.8,19.0,2.0,1.5,8.7,SW,20,NNW,SE,30,34,-10,63,1028.5,1021.7,1,4,12.5,18.7,No,3,47.4,,No
W0754,2019-02-07,Hobart,4.3,13.0,2.9,6.4,5.4,,31,N,NNE,28,7,55,55,1015.5,1025.3,5,4,7.0,8.8,No,7,36.7,2.0,No
W0755,2021-09-05,Sydney,10.3,24.4,1.6,10.8,4.3,ENE,10,NW,W,19,17,69,55,1023.4,1017.5,1,2,15.4,23.1,No,4,8.6,13.1,No
W0756,2022-12-11,Darwin,20.3,36.3,0.8,14.7,12.4,W,15,SSE,ESE,2,21,36,46,1022.4,,2,2,25.5,30.3,No,8,20.1,23.2,No
W0757,2021-01-08,Canberra,-200,23.6,9.6,2.4,0.1,ENE,39,SSW,SSW,27,65,85,92,1011.9,1002.6,8,5,13.5,19.9,Yes,5,22.0,2.5,Yes
W0758,2016-01-08,Brisbane,17.8,29.9,27.0,,2.4,SW,71,NNW,ESE,34,65,70,65,1013.1,1008.1,4,6,18.0,28.0,No,8,15.8,16.7,Yes
W0759,2022-11-09,Melbourne,10.9,22.6,1.4,5.9,12.6,NNE,11,ESE,SE,2,19,69,33,1023.0,1014.7,1,,13.2,17.7,Yes,1,49.1,12.6,No
W0760,2017-01-08,Adelaide,10.3,28.2,3.5,10.3,,WSW,30,WNW,ENE,9,31,64,33,1016.7,1015.6,2,4,10.6,27.9,No,5,34.9,11.5,False
W0761,15/07/2018,Darwin,23.1,31.9,33.8,2.5,5.2,NW,68,SSE,S,39,40,76,82,,1003.4,4,6,23.4,31.7,No,7,42.3,22.5,Yes
W0762,2022-03-01,Newcastle,14.4,19.5,2.9,13.5,10.6,SE,8,SSE,NNW,8,8,54,18,1010.9,1022.5,2,5,16.7,18.7,No,9,30.6,13.3,No
W0763,2022-08-16,Brisbane,20.0,23.3,33.8,5.3,0.7,E,92,SW,ENE,28,53,73,71,999.3,994.5,8,6,21.5,22.3,Yes,8,9.0,22.5,Yes
W0764,2017-10-26,Brisbane,19.1,28.4,16.1,3.3,0.5,S,73,NNW,SE,55,48,92,67,1003.5,993.5,5,7,21.6,26.3,Yes,9,30.8,24.1,Yes
W0765,2021-12-20,Brisbane,19.6,26.2,1.3,5.5,,SSE,18,NNW,NNE,13,4,30,36,1017.9,1021.4,5,2,21.3,25.7,No,5,12.9,22.1,No
W0766,2020-09-08,Newcastle,15.9,26.4,30.4,1.2,2.9,SW,30,SE,W,50,64,84,87,1011.4,1005.1,5,5,19.0,24.6,No,9,15.6,13.1,Yes
W0767,2020-12-26,Darwin,23.1,39.1,35.0,1.4,4.6,,32,W,ENE,25,20,60,69,999.3,1005.8,7,5,23.4,37.8,No,5,45.8,21.9,Yes
W0768,2022-02-25,Newcastle,15.0,24.0,0.3,3.9,9.6,SE,18,WNW,NW,26,14,53,18,1012.6,,3,1,19.4,21.3,No,9,30.8,18.4,No
W0769,2020-03-08,Brisbane,19.0,33.5,2.9,1.5,7.5,,12,WNW,E,26,35,61,50,1010.6,1012.1,2,2,21.1,31.8,No,1,38.9,16.9,No
W0770,2020-01-01,Hobart,10.6,19.2,1.2mm,14.0,,SSW,27,N,NNW,2,9,46,18,,1020.7,2,2,13.9,18.5,No,1,15.5,14.6,NO
W0771,2019-10-20,Perth,16.7,31.0,1.7,11.2,30,N,29,NW,SE,27,23,38,24,1019.4,1020.6,,,18.1,25.5,Yes,1,20.8,14.2,No
W0772,2017-01-04,Perth,14.3,26.4,19.3,7.3,5.9,ESE,37,N,E,31,31,85,99,1006.7,999.2,6,6,19.0,26.1,No,5,24.9,13.9,Yes
W0773,2017-07-11,Newcastle,16.8,21.2,3.9,12.1,5.6,,33,E,ESE,23,25,29,25,1027.4,1026.1,2,0,18.5,20.8,No,8,16.9,13.4,No
W0774,2018-01-21,Brisbane,14.5,24.5,0.6,8.0,4.4,S,11,SW,ESE,4,35,31,15,1013.6,1015.8,1,5,18.6,23.1,Yes,3,36.7,16.5,No
W0775,2021-03-12,Adelaide,11.5,20.6,14.8,13.5,5.8,SE,67,WNW,WNW,59,39,65,57,1003.9,1010.7,8,,13.7,18.5,No,11,23.4,14.1,Yes
W0776,2022-07-07,Canberra,9.5,15.5,4.0,7.6,5.5,W,34,SE,SW,7,6,50,29,1019.9,1015.0,5,4,9.8,14.8,No,5,42.5,6.0,No
W0777,2020-07-30,Melbourne,12.2,16.8,2.0,12.6,4.4,S,19,W,NNW,5,24,61,62,1020.0,1027.0,5,5,13.1,15.7,No,6,6.9,8.8,No
W0778,2017-08-23,Hobart,5.4,16.1,2.4,7.4,11.6,SE,43,W,ESE,21,16,52,57,1016.0,1013.6,3,1,9.1,14.0,No,9,43.3,3.6,No
W0779,2018-12-30,Brisbane,19.9,30.7,4.5,12.6,8.7,SE,19,ENE,ESE,25,17,31,65,,1027.6,,4,24.6,26.2,No,7,26.2,21.6,No
W0780,2017-12-26,Melbourne,7.7,18.9,2.9,,6.1,SW,31,SW,SSE,21,6,66,21,1015.9,1025.9,1,4,11.9,17.7,No,1,32.1,6.5,No
W0781,2020-11-29,Perth,15.9,30.1,4.0,4.9,12.3,SW,33,W,NNW,28,30,65,64,1026.9,1008.9,0,2,22.6,25.4,No,4,26.4,15.9,No
W0782,2020-03-01,Hobart,8.0,16.6,3.4,0.9,11.3,SSE,41,ESE,WSW,8,8,34,20,,1016.1,4,1,11.9,13.4,No,6,5.0,3.1,No
W0783,2017-03-24,Townsville,18.5,34.2,2.4,9.0,7.6,WNW,34,S,NNE,7,11,65,17,1024.2,1021.6,0,0,20.1,33.6,No,8,6.9,15.2,No
W0784,2019-12-23,Sydney,15.8,28.7,4.0,5.3,7.1,WSW,34,WNW,SW,19,5,31,50,1021.4,1017.6,2,2,17.7,23.9,No,1,21.6,15.7,No
W0785,2020-12-30,Perth,14.8,25.9,2.9,10.5,1.5,NNW,61,ESE,E,19,55,75,86,1011.7,995.5,,6,18.6,20.7,Yes,3,7.3,19.2,Yes
W0786,2018-04-20,Newcastle,11.0,24.9,4.3,9.4,12.6,N,9,NNW,E,29,33,-10,40,1018.6,1020.0,1,4,17.7,18.2,Yes,7,32.9,,No
W0787,2016-08-23,Cairns,18.7,35.6,3.3,10.9,5.4,WSW,38,NE,S,11,3,35,37,1017.5,1012.0,0,,21.9,33.8,No,9,28.9,15.3,No
W0788,2022-06-09,Darwin,22.2,32.4,2.8,3.6,12.2,ENE,29,SSW,NNW,1,35,45,46,0,1009.4,2,,25.9,27.9,Yes,1,15.2,22.8,No
W0789,2017-02-10,Adelaide,-99,26.6,-5,9.5,5.8,NE,35,SW,N,49,59,89,67,1004.3,1008.4,,5,15.1,20.4,No,9,33.1,14.6,Yes
W0790,2017-06-08,Darwin,24.3,34.7,0.5,10.0,6.5,E,18,NNE,SW,15,11,46,17,1026.0,1024.2,5,5,26.1,30.4,No,5,46.4,21.8,No
W0791,2017-03-24,Brisbone,6.9,18.8,0.3,11.7,9.7,NW,11,S,ENE,15,7,29,30,1022.1,1025.6,3,1,12.8,18.6,No,8,49.8,11.7,No
W0792,2021-10-02,Perth,15.1,28.9,5.3,,1.5,ESE,44,E,N,51,33,91,55,0,1002.5,7,7,15.2,27.9,no,5,35.6,13.1,Yes
W0793,2015-12-12,Newcastle,15.2,23.7,4.9,11.0,12.9,S,12,W,ENE,0,22,64,31,1024.9,1023.4,,1,19.2,19.5,Yes,6,47.5,12.7,No
W0794,2017-02-22,Perth,12.3,27.0,0.0,5.0,12.5,N,17,WNW,NNW,19,23,66,37,1020.7,1020.5,0,0,13.1,23.9,No,9,40.9,15.9,No
W0795,2020-12-02,Perth,15.8,25.2,3.4,0.4,10.9,WSW,24,NW,E,7,0,61,61,1021.7,1018.2,2,1,19.9,20.7,No,4,24.8,18.6,No
W0796,2022-01-20,Cairns,24.8,32.8,4.3,1.6,7.7,NE,44,SE,ESE,11,27,49,30,,1014.4,2,,27.6,32.3,No,3,26.8,22.7,No
W0797,2016-05-18,Brisbane,16.3,31.8,1.3,13.4,8.3,ENE,44,NNW,WSW,28,24,49,65,1029.9,,0,4,16.6,28.7,Yes,7,20.9,16.2,No
W0798,2017-01-14,Adelaide,10.2,24.4,2.4,9.2,11.1,S,14,N,SSE,28,31,64,21,1021.5,1017.3,5,4,12.2,22.7,No,8,37.9,8.7,No
W0799,2015-03-27,Newcastle,11.1,24.6,6.0,2.1,5.6,NNE,98,NNE,S,30,42,78,96,1008.6,1008.6,7,6,11.4,23.3,Yes,4,16.3,10.6,Yes
W0800,2015-12-01,Wollongong,14.7,24.1,3.7,,6.8,NNW,25,SSE,SSW,18,3,39,57,1020.3,1014.1,5,,15.7,21.8,No,11,49.9,12.2,No
W0801,2021-06-30,Darwin,26.7,32.2,-2.4,4.6,12.0,WNW,39,NNE,N,12,24,46,53,1029.6,1024.0,4,3,27.2,30.8,No,8,19.7,30.7,No
W0802,2017-06-09,Melbourne,10.1,21.2,2.1,4.7,12.5,E,22,SSE,SW,30,13,27,50,1012.6,1026.1,1,2,10.4,16.2,No,10,41.9,12.7,No
W0803,2017-09-23,Brisbane,17.8,200,3.6,12.0,5.5,WSW,34,S,NE,0,1,58,54,1018.9,1017.6,2,4,19.9,26.7,No,1,10.3,22.1,No
W0804,2015-03-19,Wollongong,11.0,30.0,23.9,2.4,2.4,WNW,79,NNW,NW,20,29,77,59,1005.2,995.4,5,6,14.4,26.2,No,6,32.3,,Yes
W0805,2020-05-21,Darwin,26.5,33.3,4.1,3.6,11.3,SE,7,SSE,WSW,26,27,49,28,1025.0,1020.8,3,3,29.8,29.9,No,8,23.3,29.7,No
W0806,2020-01-20,Melbourne,9.3,16.6,38.6,9.2,5.2,NE,76,NNW,NNE,53,35,76,90,1014.4,994.7,6,8,12.0,15.8,Yes,10,5.6,5.8,Yes
W0807,2019-07-19,Melbourne,8.5,18.1,0.1,11.0,7.8,WSW,37,SSE,E,15,10,48,40,1012.2,1021.4,5,0,8.8,16.2,No,6,5.1,10.0,No
W0808,2016-07-08,Cairns,21.5,29.1,1.0,11.4,8.6,WSW,31,W,WSW,5,-27.0,54,37,1019.7,1010.2,3,5,24.9,26.9,No,6,27.4,25.7,No
W0809,2022-07-29,Melbourne,11.4,20.2,9999,,5.1,SW,47,WNW,NNE,17,22,91,70,1000.4,1012.3,4,4,13.5,16.5,No,8,48.5,9.3,Yes
W0810,2017-03-19,Sydney,11.5,25.8,9999,1.0,2.5,SSE,84,NNE,S,51,17,64,99,998.7,1012.2,,6,11.9,24.4,Yes,9,33.5,13.6,True
W0811,2022-12-03,Sydney,-200,22.9,1.7,9.5,4.8,NNE,43,SE,NE,29,27,45,63,1017.9,1008.2,5,,16.0,20.6,No,8,29.9,,No
W0812,2020-11-07,Adelaide,14.6,25.4,35.5,7.1,1.4,ENE,99,SE,NE,57,26,74,79,1001.7,995.5,6,7,15.5,24.6,Yes,7,27.4,10.6,Yes
W0813,2015-02-10,Townsville,22.8,33.0,1.1,14.1,0.2,ESE,91,WSW,NNE,57,35,96,92,1009.5,998.2,4,8,25.8,30.3,Yes,2,35.4,18.3,Yes
W0814,2020-05-02,Adelaide,9.3,23.3,9999,1.9,12.5,E,23,WNW,SE,23,29,29,22,,1027.0,2,0,14.6,21.9,No,4,39.1,11.8,No
W0815,2020-03-29,Townsville,21.9,31.2,5.0,0.9,5.3,WSW,13,WNW,ENE,9,19,51,56,1012.4,1008.5,1,5,26.0,27.6,No,4,38.0,19.5,No
W0816,2017-02-26,Melbourne,10.8,20.7,2.3mm,11.2,9.1,S,36,SW,ESE,30,33,66,65,1017.3,1019.8,1,3,14.4,17.4,No,6,37.8,10.0,No
W0817,2021-05-15,Darwin,26.3,32.7,31.5,6.9,0.3,NNW,88,S,NE,42,59,75,89,1010.7,1003.9,,7,29.2,30.8,Yes,6,26.1,30.5,Yes
W0818,2021-12-20,Darwin,23.4,35.1,2.9,4.9,4.2,WNW,32,NNE,S,29,9,63,59,1012.1,1025.9,2,4,24.7,33.9,No,2,27.8,26.6,No
W0819,2017-09-28,Darwin,25.2,32.9,3.4,4.5,11.2,NE,42,NNW,WNW,0,16,36,116,1029.8,1010.9,,5,27.2,29.8,No,2,26.2,24.4,No
W0820,2020-12-07,Sydney,10.9,29.0,11.0,3.4,1.1,S,69,W,SE,49,19,96,59,,1005.0,7,4,16.8,20.7,No,6,15.5,6.9,Yes
W0821,2015-05-10,Townsville,23.9,26.1,6.9,7.0,5.0,ESE,34,E,SSW,29,33,94,64,997.5,1012.2,7,7,24.6,25.1,Yes,9,29.1,20.7,Yes
W0822,2021-06-19,Townsville,17.1,30.1,-5,11.1,6.1,NW,23,NW,WSW,11,8,28,21,1025.3,1010.1,4,3,21.7,26.8,No,11,38.6,12.7,No
W0823,2020-10-09,Sydney,10.5,25.0,1.3,11.8,4.9,N,23,NE,ENE,11,31,40,54,1014.7,1025.1,1,4,17.2,18.4,No,10,16.1,11.3,No
W0824,2020-04-20,Canberra,7.6,150,34.8,9.6,2.1,SE,90,E,W,30,17,87,96,998.8,1002.5,8,,10.0,13.1,No,10,30.0,3.4,Yes
W0825,2017-11-13,Brisbane,19.7,30.5,1.5,12.6,11.5,N,41,N,NW,19,9,33,32,1012.5,1023.6,2,5,23.5,25.5,No,2,21.0,16.3,No
W0826,2021-03-27,Cairns,21.6,28.2,1.7,0.8,7.9,ESE,28,SSE,ENE,19,1,54,38,1019.0,1018.9,5,5,22.8,26.1,No,6,35.9,17.9,No
W0827,2018-03-18,Hobart,7.6,18.8,4.9,0.3,6.7,SSE,21,NNW,NE,30,8,54,44,1024.0,1023.5,0,5,7.9,14.1,No,11,47.6,7.0,No
W0828,2015-08-09,Wollongong,25.3,10.3,3.4,,7.5,SE,29,NE,S,17,6,58,19,1025.4,1024.1,4,1,17.4,19.3,No,4,5.2,9.1,No
W0829,2015-09-29,Perth,17.7,26.6,9.6,2.9,5.1,WNW,64,W,ESE,17,40,75,98,1012.2,1009.0,5,5,18.3,24.2,Yes,5,19.8,21.3,Yes
W0830,2018-01-05,Townsville,19.9,36.2,13.6,14.0,3.8,SSW,57,E,NNW,44,15,73,92,1011.8,1000.5,6,4,22.3,36.1,No,9,44.3,23.7,Yes
W0831,12/05/2017,Wollongong,16.2,20.0,2.6,6.7,9.4,WSW,40,NE,NE,5,11,45,32,1010.6,1014.9,0,3,17.7,19.4,Yes,8,9.5,20.4,No
W0832,2022-05-28,Brisbane,17.4,33.9,22.6,6.9,1.9,N,69,E,WSW,54,50,97,-5,1011.7,1010.1,6,,22.7,26.0,Yes,6,19.7,22.4,Yes
W0833,2017-05-30,Adelaide,9.7,25.2,3.5,14.0,11.8,ESE,40,S,NE,11,33,39,30,,1012.7,0,0,14.3,18.4,No,10,38.4,12.3,No
W0834,2016-01-18,Brisbane,20.4,25.5,2.7,9.3,12.8,WNW,28,W,NE,7,31,49,51,1020.6,1013.1,4,2,21.5,24.4,Yes,1,18.4,21.3,No
W0835,2015-07-11,Wollongong,12.2,19.6,26.3,2.3,3.7,W,33,WSW,WSW,28,64,75,89,1005.4,999.8,7,5,12.2,17.2,Yes,6,41.2,14.5,Yes
W0836,2017-09-04,Sydney,11.9,29.8,2.5,12.0,10.5,S,14,ENE,NNW,12,24,39,19,1013.2,1020.0,5,,20.6,25.2,No,10,45.9,11.4,No
W0837,2022-08-24,Cairns,22.9,32.0,0.7,1.3,5.1,NNW,37,SE,ESE,8,20,62,54,0,1019.2,1,5,26.1,30.9,No,9,36.5,17.9,No
W0838,2019-11-07,Hobart,8.3,18.5,4.5,2.0,11.9,SSE,21,ENE,E,7,2,39,33,1014.4,1011.9,2,3,9.8,18.3,No,3,44.8,,No
W0839,2019-02-07,Perth,13.3,31.0,1.1,4.2,7.8,SW,32,NNW,W,20,33,50,49,1010.6,1022.4,2,1,17.1,23.7,No,6,5.1,12.6,No
W0840,2018-03-11,Newcastle,10.3,20.3,5.8,10.8,2.4,SSW,54,SSE,NNW,38,40,82,92,1010.4,1001.7,5,7,10.3,18.3,Yes,10,12.7,5.6,Yes
W0841,2018-02-27,Adelaide,14.9,24.9,2.4,8.9,10.8,ENE,39,SE,SW,8,29,31,150,,1015.4,1,1,17.2,20.8,No,11,15.1,15.4,No
W0842,2015-07-23,Canberra,10.2,21.8,4.3,9.5,5.0,E,37,ESE,SSE,13,1,33,38,1029.7,1010.1,2,4,10.8,16.9,No,10,42.1,,No
W0843,2021-12-18,Hobart,8.7,15.9,3.7,1.4,12.1,NE,43,WSW,E,29,0,59,40,1011.9,1010.6,5,1,11.9,15.8,No,5,23.2,,No
W0844,2017-09-26,Townsville,23.6,26.3,0.5,3.1,6.9,WSW,32,SSW,E,19,34,48,22,1024.6,1008.7,2,,24.8,25.1,Yes,11,19.2,22.6,No
W0845,2019-12-15,Cairns,20.3,29.5,19.4,5.5,,,93,N,SE,15,30,61,60,1013.5,1000.7,7,5,22.2,28.6,Yes,10,17.3,22.1,Yes
W0846,2021-10-28,Melbourne,13.2,20.8,2.8,0.5,10.4,NNW,12,NNE,NE,6,29,35,47,1029.0,1022.6,0,2,14.1,19.0,No,10,48.2,9.3,No
W0847,2022-01-26,Wollongong,16.4,23.6,2.2,1.4,5.3,NE,24,N,ESE,30,1,68,56,1015.6,1026.3,3,,18.2,21.1,No,11,25.0,18.9,No
W0848,2019-07-01,Canberra,10.2,14.7,3.5,11.3,4.3,,18,W,WNW,17,4,56,46,1019.6,1026.1,4,4,10.4,13.1,Yes,5,38.9,9.3,No
W0849,2020-03-17,Hobart,9.6,24.0,4.5,,9.6,SSW,11,ENE,SE,20,11,49,58,1018.4,1010.2,0,4,12.1,23.8,No,8,43.4,13.5,No
W0850,2016-07-20,Perth,15.5,31.0,0.9,0.0,10.5,SW,15,NNW,WSW,30,29,25,46,1011.4,,0,0,18.1,30.6,No,11,12.3,11.3,No
W0851,2015-11-05,Hobart,10.1,21.5,2.1,12.3,4.7,W,43,S,WSW,7,25,39,41,1017.1,1023.8,0,2,11.8,17.9,No,7,29.2,6.5,No
W0852,2018-12-09,Wollongong,10.1,24.5,0.7,0.4,7.0,WNW,32,ENE,N,0,18,44,65,1019.5,1025.7,4,1,12.9,18.1,No,5,8.3,5.5,No
W0853,2020-04-26,Wollongong,15.6,20.8,0.2,4.4,12.9,ESE,18,WNW,W,10,6,42,21,1023.2,1014.7,3,2,17.1,18.6,No,2,45.7,11.7,No
W0854,09/09/2018,Townsville,18.3,32.3,3.7,7.3,12.6,SW,23,WNW,S,24,27,42,65,1029.6,,3,3,23.2,32.0,No,7,43.7,22.7,No
W0855,2021-01-10,Darwin,22.8,34.7,0.3,4.8,11.1,NW,7,NNE,NW,22,2,51,28,1015.3,1016.0,2,2,23.6,30.4,Yes,4,22.7,20.7,No
W0856,2017-01-05,Cairns,22.2,28.5,4.1,9.8,10.6,S,17,W,SE,1,19,64,58,1015.0,1010.0,3,2,25.2,27.1,No,8,34.6,25.2,No
W0857,2020-01-04,Perth,16.3,27.4,3.8,3.9,12.8,NW,39,WSW,NW,27,13,59,500,1029.4,1017.9,4,0,19.3,24.2,No,9,49.5,14.3,No
W0858,2018-03-14,Newcastle,15.2,19.6,1.4,,9.5,ESE,32,N,NNW,15,10,34,56,,1027.8,5,5,16.6,19.1,No,4,9.4,19.3,No
W0859,2018-05-16,Cairns,20.6,-50,3.5,5.9,6.2,NE,8,ENE,SSW,29,18,58,63,1013.2,1018.6,5,2,24.3,30.6,No,8,49.2,21.9,No
W0860,2022-04-13,Sydney,13.5,25.9,26.8,14.8,2.1,NNE,50,NW,NW,29,34,98,58,1014.7,1008.4,7,6,14.4,23.1,Yes,2,38.7,14.9,Yes
W0861,2016-07-31,Sydney,16.5,20.3,5000,0.5,3.3,NW,36,NNW,N,58,32,61,66,1010.5,1001.0,4,,17.0,19.0,Yes,7,19.1,,Yes
W0862,2021-08-29,Canberra,9.6,14.9,3.0,8.3,8.6,ESE,32,SSE,WSW,4,16,63,20,1016.5,1021.3,3,5,10.4,14.9,No,10,8.9,14.1,No
W0863,2017-07-22,Townsville,20.4,32.5,31.1,0.6,3.6,SSE,52,SE,NW,29,17,87,84,998.8,,8,7,21.4,32.3,Yes,4,36.2,21.5,Yes
W0864,2015-06-10,Brisbane,19.5,25.9,0.1,9.6,5.7,W,10,NNE,WNW,5,6,45,63,1015.7,1017.1,,1,20.6,22.9,No,4,35.6,15.8,No
W0865,2021-07-10,Brisbane,19.3,28.8,4.8,-13.0,,S,20,WNW,NNW,4,-13.0,53,63,1028.0,1027.9,5,,23.9,25.0,No,5,6.2,19.8,No
W0866,2016-07-15,Newcastle,12.0,25.1,1.3,10.3,9.5,,29,ENE,SSW,24,17,60,25,1025.7,1023.3,5,2,17.9,20.1,No,2,6.3,12.9,No
W0867,2019-06-04,Newcastle,14.4,19.4,1.1,0.1,10.4,W,28,E,N,6,28,200,35,1018.1,1018.1,5,0,14.4,17.9,No,2,33.4,18.3,No
W0868,2015-06-17,Darwin,26.9,29.9,2.2,,3.6,NNW,69,W,WNW,59,35,76,89,1008.9,1006.4,6,4,28.1,29.3,No,5,8.6,27.5,Yes
W0869,2021-09-06,Hobart,10.5,13.2,3.1,3.9,11.7,S,7,NW,N,0,13,66,18,1023.6,1013.6,3,5,10.8,12.9,No,6,38.7,,No
W0870,2017-11-29,Newcastle,13.7,21.5,-4.2,12.9,9.2,WNW,32,NNE,NE,14,0,68,15,1011.9,1013.8,4,,14.7,19.2,No,5,10.6,17.0,No
W0871,2021-05-15,Darwin,24.7,29.5,11.8,,2.5,S,32,NE,NW,28,60,83,64,1007.9,,7,7,25.1,28.6,Yes,10,8.8,27.4,Yes
W0872,2015-03-13,Adelaide,10.1,28.6,0.1,12.5,7.1,S,29,SW,SW,8,21,34,57,1019.6,1010.1,3,1,11.2,19.7,No,2,47.0,13.9,No
W0873,2017-04-25,Adelaide,10.6,20.4,1.6,7.0,9.0,N,29,NW,NNE,2,5,61,34,1023.7,1018.4,1,4,11.1,20.0,No,8,29.2,11.4,No
W0874,2015-02-18,Darwin,21.2,33.7,1.5,2.4,7.9,ENE,43,NE,E,2,18,26,63,1019.0,1017.3,0,1,22.0,30.7,No,7,8.9,20.7,No
W0875,2019-01-26,Cairns,19.6,32.6,4.4,11.4,,NE,34,ENE,NW,29,30,94,93,996.9,994.2,7,7,21.5,30.2,Yes,1,37.9,17.1,Yes
W0876,15/03/2022,Newcastle,13.9,28.0°C,5.5,8.3,3.1,SE,77,WSW,W,55,33,73,92,995.8,1007.6,7,7,20.7,21.1,Yes,4,47.6,14.2,Yes
W0877,2020-03-13,Canberra,8.9,22.5,4.3,1.0,6.7,WSW,12,WSW,NNE,4,12,36,41,1011.7,1027.1,2,4,13.2,21.3,No,2,26.6,13.6,No
W0878,2022-04-09,Townsville,21.8,32.8,0.4,12.5,4.4,WNW,41,ENE,W,0,4,67,28,1011.6,1009.7,5,3,22.6,28.1,No,9,39.9,19.9,No
W0879,2015-11-23,Darwin,25.6,38.8,4.4,,7.8,SE,34,SSE,E,0,13,66,-5,1012.5,1022.2,1,0,28.6,32.9,No,3,11.2,26.1,No
W0880,2017-12-02,Melbourne,13.8,99.9,4.8,4.6,10.6,N,27,SSE,S,8,31,37,57,1014.3,1015.8,1,5,17.7,19.6,No,9,15.6,11.8,No
W0881,2018-01-19,Canberra,11.5,15.9,18.2,6.8,5.8,NW,92,SW,SSW,-37.0,57,64,64,1001.0,1001.4,6,8,13.7,14.9,Yes,5,13.6,7.9,Yes
W0882,2016-07-22,Canberra,7.2,15.5,0.6,1.9,,S,12,SW,WNW,26,26,37,57,1012.1,1009.2,0,4,10.7,14.1,No,2,40.6,9.9,No
W0883,2022-10-06,Brisbane,17.9,33.9,1.8,10.7,12.1,ESE,27,SSW,NW,20,16,50,28,1026.6,1020.2,1,2,23.7,32.5,Yes,6,6.7,13.9,No
W0884,2018-02-11,Canberra,6.8,16.2,4.5,2.1,7.6,SE,0,N,S,26,8,35,26,1011.5,1023.2,,4,11.4,11.8,Yes,11,44.2,8.0,No
W0885,2019-03-05,Sydney,10.5,25.0,2.9,9.2,8.2,ESE,28,ENE,SW,11,0,128,43,1025.1,1022.2,0,0,14.2,18.9,No,9,47.8,13.6,No
W0886,2020-06-22,Adelaide,11.3,19.1,5.0,4.3,4.4,SSW,11,NW,ESE,20,31,33,64,1014.2,1010.9,,5,11.5,15.3,No,5,46.8,7.9,No
W0887,2021-07-16,Townsville,21.7,26.9,2.4,,,E,39,SW,SSW,9,27,45,53,1014.9,,2,3,22.1,24.6,No,4,37.9,25.5,No
W0888,2021-06-14,Perth,15.2,22.3,2.8,7.8,10.3,WNW,26,ESE,NNW,19,31,116,46,1014.8,1012.9,0,5,17.1,19.7,No,5,28.6,15.1,No
W0889,2018-03-14,Melbourne,8.0,25.6,2.3,8.4,7.9,WNW,7,N,NNW,17,26,41,16,1022.8,1012.0,3,1,13.8,22.1,No,9,9.2,7.0,No
W0890,2018-06-01,Melbourne,12.0,23.1,0.5,12.6,8.3,,33,NNW,SE,14,9,58,40,1017.4,1019.7,0,2,12.2,19.7,No,5,37.1,9.4,No
W0891,2015-05-08,Cairns,19.2,31.0,3.6,3.9,6.4,S,19,NW,E,7,17,45,19,1028.0,1012.5,4,,22.6,26.7,Yes,1,41.4,17.1,No
W0892,2022-11-25,Darwin,26.6,35.0,1.4,1.3,5.9,NNE,33,NE,NW,8,10,42,38,1013.0,1026.4,1,0,28.4,31.7,Yes,1,28.6,22.4,No
W0893,2018-12-15,Darwin,22.0,29.9,3.5,,12.6,SSE,12,WSW,SSE,9,7,53,38,,1017.1,2,3,25.2,28.0,YES,7,12.5,,No
W0894,2015-05-28,Brisbane,20.6,28.2,2.3,11.4,8.4,,22,NE,NW,6,29,69,500,,1022.3,1,1,23.5,25.6,No,7,37.7,16.4,No
W0895,2021-07-10,Canberra,9.5,21.5,4.5,7.0,7.3,N,42,E,ENE,8,12,65,38,,1018.2,4,3,11.2,17.8,Yes,7,7.2,12.1,No
W0896,2018-11-15,Sydney,12.8,22.1,26.2,7.2,4.3,ESE,57,WNW,NNE,39,62,83,79,1004.1,999.3,4,7,15.8,19.9,No,10,34.0,,Yes
W0897,2021-06-17,Adelaide,14.0,19.9,3.0,2.4,11.2,,8,NE,NNW,17,30,43,20,1026.2,1017.4,4,1,15.6,19.5,No,8,40.6,,No
W0898,2015-03-10,Townsville,21.2,28.3,-25.3,9.0,3.2,S,49,SSW,WNW,22,15,70,56,1012.7,1006.5,7,5,22.0,25.1,Yes,8,38.0,21.2,Yes
W0899,2020-01-24,Adelaide,14.6,26.0,0.2,7.6,12.1,NNE,29,E,NW,23,6,39,33,1016.2,1025.0,5,3,19.8,25.5,No,8,16.3,18.2,No
W0900,2017-10-06,Brisbane,19.0,28.4,0.2,13.8,12.1,NE,27,WSW,W,29,30,104,35,1014.6,1017.9,3,5,23.0,26.8,No,4,19.2,20.7,No
W0901,2015-03-17,Townsville,19.4,32.2,24.0,7.4,1.4,SSW,66,W,SSW,32,63,69,88,1001.3,1007.2,6,7,22.6,26.2,Yes,2,29.9,21.9,Yes
W0902,2015-10-18,Sydney,14.2,23.8,1.5,5.4,8.6,SW,39,N,ESE,11,26,65,18,1011.4,,1,1,17.4,21.7,No,11,18.5,12.3,No
W0903,2021-09-25,Darwin,23.0,29.1,2.3,0.4,5.6,WNW,31,ENE,S,9,11,31,56,1017.2,1014.0,4,3,25.5,27.2,No,5,44.4,23.9,No
